title,price,overview,popularity,release_date,runtime,tagline,,vote_average,vote_count,,original_language,original_title
Ghosts of the Abyss,6.99,"Academy Award® winning director and master storyteller James Cameron journeys back to the site of his greatest inspiration, the legendary wreck of the Titanic. With a team of the world's foremost historic and marine experts and friend Bill Paxton, he embarks on an unscripted adventure back to the final grave where nearly 1,500 souls lost their lives almost a century ago.",4.835446,10/04/2003,92,The legend no one can forget has become the greatest adventure ever filmed.,,7.1,39,,en,Ghosts of the Abyss
Straw Dogs,6.99,A young American and his English wife come to rural England and face increasingly vicious local harassment.,6.632663,29/12/1971,118,"No good, no bad, no justice.",,7.2,230,,en,Straw Dogs
Identity,6.99,"Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out, the travelers begin to turn on each other, as each tries to figure out who the killer is.",17.955897,25/04/2003,90,The secret lies within.,,7.1,1090,,en,Identity
Spellbound,6.99,"This documentary follows 8 teens and pre-teens as they work their way toward the finals of the Scripps Howard national spelling bee championship in Washington D.C. All work quite hard and practice daily, first having to win their regional championship before they can move on. Interviews include the parents and teachers who are working with them. The competitors not only work hard to get to the finals but face tremendous pressure as the original group of over 250 competitors is whittled down and the words they must spell get ever more difficult.",2.445503,13/11/2002,97,Everyone wants the last word.,,7.2,43,,en,Spellbound
Washington Heights,7.99,"""Washington Heights"" tells the story of Carlos Ramirez, a young illustrator burning to escape the Latino neighborhood of the same name to make a splash in New York City's commercial downtown comic book scene. When his father, who owns a bodega in the Heights, is shot in a burglary attempt, Carlos is forced to put his dream on hold and run the store. In the process, he comes to understand that if he is to make it as a comic artist, he must engage with the community he comes from, take that experience back out into the world, and put it in his work.",0.601936,22/05/2002,89,Washington Heights Get Out!,,8.5,3,,en,Washington Heights
High Society,6.99,"Childhood friends Tracy Lord and C.K. Dexter Haven got married and quickly divorced. Now Tracy is about to marry again, this time to a shrewd social-climbing businessman. Bing still loves her. Spy magazine blackmails Grace's family by threatening to reveal her playboy father's exploits if not allowed to cover the wedding.",4.534136,17/07/1956,111,They're all together for the first time!,,7.2,48,,en,High Society
Cinemania,6.99,"This documentary about the culture of intense cinephilia in New York City reveals the impassioned world of five obsessed movie buffs. The filmmakers expose this delightfully deranged cult by capturing the daily lives of its members. Interviews in movie houses, on the street and in the homes of the subjects tell the story of each individual. Many cannot hold a job, or choose not to. All of them have demoted the importance of the real world, giving all of their attention to the fantasy world of the movies. These human encyclopedias of cinema see two to five films a day, and from 600 to 2,000 films per year. Many have no physical sex lives, living instead in a world of romance with stars like James Dean or Audrey Hepburn. This is the story of their lives, their memories, their unbending habits and the films they love.",0.446688,06/07/2002,79,Reel obsession,,7.1,10,,en,Cinemania
Finding Nemo,7.99,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",25.497794,30/05/2003,100,There are 3.7 trillion fish in the ocean. They're looking for one.,,7.6,6292,,en,Finding Nemo
Capturing the Friedmans,6.99,An Oscar nominated documentary about a middle-class American family who is torn apart when the father Arnold and son Jesse are accused of sexually abusing numerous children. Director Jarecki interviews people from different sides of this tragic story and raises the question of whether they were rightfully tried when they claim they were innocent and there was never any evidence against them.,4.453296,30/05/2003,107,Who do you believe?,,7.4,112,,en,Capturing the Friedmans
The Swimmer,6.99,"Neddy Merrill has been away for most of the summer. He reappears at a friend's pool. As they talk, someone notices that there are pools spanning the entire valley. He decided to jog from pool to pool to swim the whole valley. As he stops in each pool his interactions tell his life story.",3.589888,15/05/1968,95,"When you talk about ""The Swimmer"" will you talk about yourself?",,7.4,38,,en,The Swimmer
The Railway Children,6.99,"The Waterbury family are completely happy until mysterious men take their father away and they have to move up to Yorkshire without him. The three open-hearted children soon make many friends including their Old Gentleman whom they regularly wave to on his morning train journey. Bobbie, the eldest girl, makes contact with him to try and get help for the problems they are facing. Meanwhile the children find themselves involved in several unexpected dramas on the railway",1.47155,21/12/1970,109,"The Railway, the Children . . . and the wonderful secret they'll share with you !",,7.1,25,,en,The Railway Children
Winchester '73,7.99,"Lin McAdam rides into town on the trail of Dutch Henry Brown, only to find himself in a shooting competition against him. McAdam wins the prize, a one-in-a-thousand Winchester rifle, but Dutch steals it and leaves town. McAdam follows, intent on settling his old quarrel, while the rifle keeps changing hands and touching a number of lives.",6.275958,12/07/1950,92,The Gun That Won The West!,,7.5,72,,en,Winchester '73
Barton Fink,6.99,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,8.387026,01/08/1991,116,There's only one thing stranger than what's going on inside his head. What's going on outside.,,7.4,450,,en,Barton Fink
The Song of Bernadette,6.99,"In 1858 France, Bernadette, an adolescent peasant girl, has a vision of ""a beautiful lady"" in the city dump. She never claims it to be anything other than this, but the townspeople all assume it to be the virgin Mary. The pompous government officials think she is nuts, and do their best to suppress the girl and her followers, and the church wants nothing to do with the whole matter. But as Bernadette attracts wider and wider attention, the phenomenon overtakes everyone in the the town, and transforms their lives.",1.171051,21/12/1943,156,Here is greatness . . . wonder . . . and majesty . . . no human words can describe!,,7.4,16,,en,The Song of Bernadette
Thoroughly Modern Millie,6.99,"Millie Dillmount, a fearless young lady fresh from Salina, Kansas, determined to experience Life, sets out to see the world in the rip-roaring Twenties. With high spirits and wearing one of those new high hemlines, she arrives in New York to test the ""modern"" ideas she had been reading about back in Kansas: ""I've taken the girl out of Kansas. Now I have to take Kansas out of the girl!""",2.608222,21/03/1967,138,Julie as you love her... in the happiest motion picture hit of the year!,,7.1,26,,en,Thoroughly Modern Millie
28 Days Later,6.99,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",17.656951,31/10/2002,113,His fear began when he woke up alone. His terror began when he realised he wasn't.,,7.1,1816,,en,28 Days Later
Jesus,8.99,"This classic film portrays 3½ years of Jesus' ministry as told in the Gospel of Luke from the Good News and King James translations of the Bible. Producer John Heyman created a film so true-to-life, you will feel like you are in first-century Palestine. Everything from clothing, to customs, to food of the country during that time period was studied to ensure authenticity. With a cast of more than 5,000 Israelis and Arabs, ""JESUS"" was filmed on location in Israel.Own or share the gift of this wonderful story, still as clear, precise, and relevant as it was 2,000 years ago. The film concludes with an opportunity to trust Christ as Savior and Lord.",0.762672,19/10/1979,117,The story of Jesus according to the Gospel of Luke.,,8.9,8,,en,Jesus
Pirates of the Caribbean: The Curse of the Black Pearl,7.99,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",47.326665,09/07/2003,143,Prepare to be blown out of the water.,,7.5,7191,,en,Pirates of the Caribbean: The Curse of the Black Pearl
I Capture the Castle,6.99,"A love story set in 1930s England that follows 17-year-old Cassandra Mortmain, and the fortunes of her eccentric family, struggling to survive in a decaying English castle. Based on Dodie Smith's 1948 novel with the same name.",2.625315,09/05/2003,113,You can't choose who you fall in love with,,7.1,26,,en,I Capture the Castle
